,equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_buts,resultat
3855,London Blues,Brentford,1.84,3.69,4.06,1-1,1.0,1.0,2.0,N
3856,Burnley,Sunderland,2.48,3.46,2.71,2-3,2.0,3.0,5.0,E
3857,C. Palace,Manchester Blue,4.38,3.72,1.78,1-1,1.0,1.0,2.0,N
3858,London Reds,Liverpool,1.75,4.34,3.86,2-1,2.0,1.0,3.0,D
3859,Fulham,Brighton,2.27,4.02,2.69,5-1,5.0,1.0,6.0,D
3860,Brentford,Liverpool,2.76,4.22,2.17,2-2,2.0,2.0,4.0,N
3861,Manchester Blue,Fulham,1.33,5.57,7.89,3-0,3.0,0.0,3.0,D
3862,Leeds,London Blues,5.82,4.46,1.51,1-4,1.0,4.0,5.0,E
3863,West Ham,London Reds,6.09,4.22,1.52,0-3,0.0,3.0,3.0,E
3864,Manchester Red,Bournemouth,1.63,4.25,4.76,0-0,0.0,0.0,0.0,N
3865,Brighton,A. Villa,1.8,3.9,4.02,2-2,2.0,2.0,4.0,N
3866,Sunderland,Wolverhampton,4.43,3.79,1.75,1-4,1.0,4.0,5.0,E
3867,Spurs,Everton,1.61,4.09,5.1,2-1,2.0,1.0,3.0,D
3868,Burnley,C. Palace,3.24,3.22,2.27,1-3,1.0,3.0,4.0,E
3869,N. Forest,Newcastle,2.51,3.68,2.5700000000000003,1-1,1.0,1.0,2.0,N
3870,Bournemouth,Spurs,2.53,3.77,2.51,2-1,2.0,1.0,3.0,D
3871,Liverpool,Leeds,1.12,8.07,21.62,4-1,4.0,1.0,5.0,D
3872,London Blues,N. Forest,1.42,4.85,6.77,3-0,3.0,0.0,3.0,D
3873,Wolverhampton,Burnley,1.77,4.07,4.03,1-0,1.0,0.0,1.0,D
3874,Everton,Sunderland,1.93,3.53,3.87,1-1,1.0,1.0,2.0,N
3875,Brentford,West Ham,1.66,4.42,4.32,3-1,3.0,1.0,4.0,D
3876,A. Villa,Manchester Blue,2.83,3.7,2.29,1-3,1.0,3.0,4.0,E
3877,C. Palace,Fulham,2.17,3.48,3.21,1-4,1.0,4.0,5.0,E
3878,Newcastle,Brighton,1.45,5.06,5.78,4-0,4.0,0.0,4.0,D
3879,London Reds,Manchester Red,1.36,5.14,7.62,3-1,3.0,1.0,4.0,D
3880,Wolverhampton,C. Palace,2.45,3.31,2.85,1-1,1.0,1.0,2.0,N
3881,Manchester Red,Brentford,1.98,3.62,3.59,3-1,3.0,1.0,4.0,D
3882,Brighton,London Blues,1.9,3.98,3.55,2-0,2.0,0.0,2.0,D
3883,Burnley,Everton,2.74,2.99,2.77,0-2,0.0,2.0,2.0,E
3884,Sunderland,Bournemouth,5.2,4.34,1.57,1-3,1.0,3.0,4.0,E
3885,Spurs,London Reds,4.34,4.22,1.69,1-1,1.0,1.0,2.0,N
3886,Manchester Blue,Newcastle,1.43,5.18,5.91,1-2,1.0,2.0,3.0,E
3887,Fulham,A. Villa,2.13,3.68,3.15,1-0,1.0,0.0,1.0,D
3888,Leeds,West Ham,3.93,3.81,1.84,1-1,1.0,1.0,2.0,N
3889,N. Forest,Liverpool,3.08,3.72,2.14,3-0,3.0,0.0,3.0,D
3890,London Reds,Sunderland,1.21,6.83,11.34,5-0,5.0,0.0,5.0,D
3891,Everton,Wolverhampton,1.9,3.44,4.1,1-2,1.0,2.0,3.0,E
3892,Bournemouth,Burnley,1.7000000000000002,3.98,4.55,4-1,4.0,1.0,5.0,D
3893,Newcastle,Fulham,1.47,4.54,6.2,2-0,2.0,0.0,2.0,D
3894,West Ham,N. Forest,1.82,3.94,3.89,1-4,1.0,4.0,5.0,E
3895,C. Palace,A. Villa,2.05,3.56,3.43,1-2,1.0,2.0,3.0,E
3896,Brentford,Spurs,2.1,4.35,2.8200000000000003,3-3,3.0,3.0,6.0,N
3897,London Blues,Manchester Blue,3.11,3.47,2.22,1-2,1.0,2.0,3.0,E
3898,Liverpool,Brighton,1.36,5.51,7.07,6-0,6.0,0.0,6.0,D
3899,Leeds,Manchester Red,5.02,3.97,1.64,2-3,2.0,3.0,5.0,E
3900,Fulham,London Blues,2.14,3.86,3.0,2-2,2.0,2.0,4.0,N
3901,Burnley,London Reds,9.62,4.78,1.34,0-2,0.0,2.0,2.0,E
3902,Everton,C. Palace,2.38,3.0,3.26,1-2,1.0,2.0,3.0,E
3903,N. Forest,Manchester Red,2.03,3.48,3.5700000000000003,1-1,1.0,1.0,2.0,N
3904,Spurs,Leeds,1.31,5.52,8.62,2-3,2.0,3.0,5.0,E
3905,Brighton,West Ham,1.6,4.37,4.82,2-1,2.0,1.0,3.0,D
3906,Wolverhampton,Bournemouth,2.09,3.83,3.12,1-1,1.0,1.0,2.0,N
3907,Sunderland,Brentford,7.75,4.59,1.4,2-3,2.0,3.0,5.0,E
3908,A. Villa,Newcastle,1.9,4.11,3.44,2-1,2.0,1.0,3.0,D
3909,Manchester Blue,Liverpool,1.55,4.83,4.76,3-3,3.0,3.0,6.0,N
3910,Liverpool,Fulham,1.39,4.85,7.34,2-0,2.0,0.0,2.0,D
3911,West Ham,Manchester Blue,5.15,4.06,1.61,3-1,3.0,1.0,4.0,D
3912,Bournemouth,Everton,2.0,3.12,4.18,1-2,1.0,2.0,3.0,E
3913,London Reds,Wolverhampton,1.24,6.36,10.48,1-0,1.0,0.0,1.0,D
3914,Brentford,Burnley,1.45,5.29,5.53,3-1,3.0,1.0,4.0,D
3915,Leeds,Sunderland,3.62,3.86,1.9,1-0,1.0,0.0,1.0,D
3916,Manchester Red,Brighton,1.97,4.01,3.31,2-2,2.0,2.0,4.0,N
3917,N. Forest,Spurs,2.21,3.87,2.86,2-3,2.0,3.0,5.0,E
3918,C. Palace,Newcastle,2.66,3.69,2.42,2-0,2.0,0.0,2.0,D
3919,London Blues,A. Villa,1.65,3.99,4.95,3-1,3.0,1.0,4.0,D
3920,Brighton,Spurs,2.03,4.16,3.07,2-0,2.0,0.0,2.0,D
3921,Fulham,West Ham,1.81,4.0,3.89,0-1,0.0,1.0,1.0,E
3922,A. Villa,Liverpool,2.15,4.06,2.87,1-5,1.0,5.0,6.0,E
3923,Everton,London Reds,6.26,3.67,1.59,0-4,0.0,4.0,4.0,E
3924,Sunderland,N. Forest,4.44,3.89,1.73,1-3,1.0,3.0,4.0,E
3925,Newcastle,London Blues,1.44,4.78,6.37,2-1,2.0,1.0,3.0,D
3926,Bournemouth,C. Palace,2.43,3.14,3.04,1-1,1.0,1.0,2.0,N
3927,Burnley,Leeds,2.04,3.18,3.93,0-1,0.0,1.0,1.0,E
3928,Wolverhampton,Brentford,2.72,3.4,2.51,2-1,2.0,1.0,3.0,D
3929,Manchester Blue,Manchester Red,1.29,5.84,8.93,3-1,3.0,1.0,4.0,D
3930,Spurs,Manchester Blue,3.5700000000000003,4.04,1.88,2-0,2.0,0.0,2.0,D
3931,West Ham,A. Villa,2.25,3.61,2.95,0-1,0.0,1.0,1.0,E
3932,N. Forest,Burnley,1.54,4.43,5.39,1-1,1.0,1.0,2.0,N
3933,Manchester Red,Fulham,1.94,3.61,3.73,0-1,0.0,1.0,1.0,E
3934,Brighton,Sunderland,1.52,4.58,5.41,5-0,5.0,0.0,5.0,D
3935,London Reds,Bournemouth,1.31,5.95,7.85,3-0,3.0,0.0,3.0,D
3936,Brentford,Everton,1.66,3.98,4.89,4-0,4.0,0.0,4.0,D
3937,Leeds,Wolverhampton,3.69,3.71,1.93,0-1,0.0,1.0,1.0,E
3938,Liverpool,Newcastle,1.44,4.9,6.15,1-2,1.0,2.0,3.0,E
3939,C. Palace,London Blues,2.21,3.65,2.99,1-1,1.0,1.0,2.0,N
3940,London Reds,C. Palace,1.36,5.03,7.94,1-1,1.0,1.0,2.0,N
3941,A. Villa,Manchester Red,1.57,4.38,5.19,2-2,2.0,2.0,4.0,N
3942,Fulham,Spurs,2.2,4.15,2.74,2-1,2.0,1.0,3.0,D
3943,Everton,Leeds,1.61,3.5700000000000003,6.23,1-1,1.0,1.0,2.0,N
3944,Manchester Blue,Sunderland,1.17,7.66,12.76,6-0,6.0,0.0,6.0,D
3945,Wolverhampton,N. Forest,1.91,3.77,3.7,1-1,1.0,1.0,2.0,N
3946,Newcastle,West Ham,1.29,5.78,9.14,0-0,0.0,0.0,0.0,N
3947,Bournemouth,Brentford,2.51,3.24,2.83,1-2,1.0,2.0,3.0,E
3948,London Blues,Liverpool,2.26,3.86,2.78,2-2,2.0,2.0,4.0,N
3949,Burnley,Brighton,3.64,3.88,1.9,0-2,0.0,2.0,2.0,E
3950,Manchester Red,Newcastle,2.25,3.73,2.89,3-1,3.0,1.0,4.0,D
3951,Brighton,Wolverhampton,1.51,4.5,5.71,2-1,2.0,1.0,3.0,D
3952,Spurs,A. Villa,1.81,4.11,3.76,2-2,2.0,2.0,4.0,N
3953,Sunderland,Fulham,7.48,4.6,1.41,0-2,0.0,2.0,2.0,E
3954,C. Palace,Liverpool,3.04,3.83,2.13,0-4,0.0,4.0,4.0,E
3955,Leeds,Bournemouth,4.3,4.18,1.7000000000000002,0-4,0.0,4.0,4.0,E
3956,N. Forest,Everton,1.86,3.32,4.5,2-4,2.0,4.0,6.0,E
3957,West Ham,London Blues,2.47,3.67,2.61,3-0,3.0,0.0,3.0,D
3958,Manchester Blue,Burnley,1.16,8.15,13.24,4-0,4.0,0.0,4.0,D
3959,Brentford,London Reds,4.97,4.28,1.6,1-1,1.0,1.0,2.0,N
3960,Newcastle,Spurs,1.49,4.97,5.33,2-0,2.0,0.0,2.0,D
3961,Liverpool,West Ham,1.22,6.52,11.72,1-0,1.0,0.0,1.0,D
3962,Brentford,C. Palace,1.91,3.84,3.63,0-3,0.0,3.0,3.0,E
3963,Wolverhampton,Manchester Blue,5.44,3.98,1.6,1-3,1.0,3.0,4.0,E
3964,A. Villa,Sunderland,1.35,5.5,7.39,3-3,3.0,3.0,6.0,N
3965,Bournemouth,N. Forest,1.83,3.67,4.13,2-1,2.0,1.0,3.0,D
3966,Fulham,Burnley,1.57,4.64,4.78,1-1,1.0,1.0,2.0,N
3967,Everton,Brighton,2.61,3.52,2.55,0-2,0.0,2.0,2.0,E
3968,London Reds,Leeds,1.15,7.54,17.09,3-1,3.0,1.0,4.0,D
3969,London Blues,Manchester Red,1.7000000000000002,3.91,4.65,0-0,0.0,0.0,0.0,N
3970,C. Palace,West Ham,1.81,3.83,4.06,2-2,2.0,2.0,4.0,N
3971,Manchester Blue,Everton,1.24,5.89,11.66,1-1,1.0,1.0,2.0,N
3972,Burnley,A. Villa,3.24,3.38,2.2,1-0,1.0,0.0,1.0,D
3973,Fulham,Wolverhampton,1.65,4.22,4.63,0-0,0.0,0.0,0.0,N
3974,Manchester Red,Liverpool,2.45,3.74,2.6,3-3,3.0,3.0,6.0,N
3975,Brighton,Bournemouth,1.62,4.51,4.52,5-1,5.0,1.0,6.0,D
3976,Spurs,London Blues,1.85,4.25,3.51,1-1,1.0,1.0,2.0,N
3977,Leeds,Brentford,6.04,4.25,1.52,0-0,0.0,0.0,0.0,N
3978,N. Forest,London Reds,4.98,3.64,1.71,1-3,1.0,3.0,4.0,E
3979,Sunderland,Newcastle,8.81,5.46,1.31,1-2,1.0,2.0,3.0,E
3980,Liverpool,Everton,1.25,5.5,12.36,4-0,4.0,0.0,4.0,D
3981,Manchester Red,Newcastle,2.15,3.76,3.04,1-3,1.0,3.0,4.0,E
3982,West Ham,Spurs,2.5700000000000003,4.05,2.36,0-3,0.0,3.0,3.0,E
3983,Brentford,Sunderland,1.55,4.7,4.91,5-0,5.0,0.0,5.0,D
3984,Brighton,C. Palace,1.86,3.71,3.96,1-1,1.0,1.0,2.0,N
3985,Wolverhampton,N. Forest,2.03,3.65,3.39,1-1,1.0,1.0,2.0,N
3986,A. Villa,Bournemouth,1.49,4.96,5.32,3-2,3.0,2.0,5.0,D
3987,Leeds,Fulham,5.57,4.11,1.57,0-2,0.0,2.0,2.0,E
3989,London Reds,Manchester Blue,2.17,3.68,3.06,2-0,2.0,0.0,2.0,D
3990,C. Palace,N. Forest,1.72,3.94,4.45,1-1,1.0,1.0,2.0,N
3991,Manchester Blue,Liverpool,1.55,4.79,4.8100000000000005,1-2,1.0,2.0,3.0,E
3992,Bournemouth,West Ham,1.9,3.62,3.87,3-1,3.0,1.0,4.0,D
3993,London Blues,Manchester Red,1.65,3.97,4.94,1-0,1.0,0.0,1.0,D
3994,Newcastle,A. Villa,1.4,4.8100000000000005,7.21,3-1,3.0,1.0,4.0,D
3995,Fulham,Brighton,2.32,4.09,2.6,1-0,1.0,0.0,1.0,D
3996,Spurs,Wolverhampton,1.51,4.85,5.28,1-0,1.0,0.0,1.0,D
3997,Burnley,London Reds,9.36,4.65,1.35,1-1,1.0,1.0,2.0,N
3998,Sunderland,Leeds,3.23,3.15,2.31,1-0,1.0,0.0,1.0,D
3999,Everton,Brentford,2.72,3.08,2.72,0-2,0.0,2.0,2.0,E
4000,Brighton,Sunderland,1.51,4.6,5.55,3-0,3.0,0.0,3.0,D
4001,Leeds,Everton,3.98,3.22,2.01,0-3,0.0,3.0,3.0,E
4002,Manchester Red,London Reds,4.26,3.6,1.83,1-3,1.0,3.0,4.0,E
4003,Brentford,Manchester Blue,3.94,4.05,1.79,1-1,1.0,1.0,2.0,N
4004,Liverpool,Burnley,1.16,7.76,14.09,2-0,2.0,0.0,2.0,D
4005,Wolverhampton,Bournemouth,2.22,3.82,2.88,3-1,3.0,1.0,4.0,D
4006,Fulham,C. Palace,2.09,3.56,3.34,4-2,4.0,2.0,6.0,D
4007,N. Forest,Spurs,2.19,3.83,2.93,1-1,1.0,1.0,2.0,N
4008,A. Villa,London Blues,1.64,4.36,4.54,2-1,2.0,1.0,3.0,D
4009,West Ham,Newcastle,2.8,3.89,2.24,3-1,3.0,1.0,4.0,D
4010,London Reds,A. Villa,1.35,5.27,7.74,3-1,3.0,1.0,4.0,D
4011,Manchester Blue,Leeds,1.11,9.1,21.78,0-0,0.0,0.0,0.0,N
4012,Manchester Red,Liverpool,2.52,3.77,2.52,3-1,3.0,1.0,4.0,D
4013,London Blues,West Ham,1.53,4.36,5.65,3-2,3.0,2.0,5.0,D
4014,Everton,Brighton,2.69,3.56,2.46,1-3,1.0,3.0,4.0,E
4015,Sunderland,Fulham,7.3,4.55,1.42,0-1,0.0,1.0,1.0,E
4016,Newcastle,Wolverhampton,1.24,6.3,10.73,1-1,1.0,1.0,2.0,N
4017,Bournemouth,N. Forest,1.87,3.65,3.97,3-0,3.0,0.0,3.0,D
4018,C. Palace,Spurs,2.27,3.92,2.75,1-3,1.0,3.0,4.0,E
4019,Burnley,Brentford,3.75,3.4,2.0,1-2,1.0,2.0,3.0,E
4020,Sunderland,C. Palace,6.39,4.04,1.52,0-1,0.0,1.0,1.0,E
4021,West Ham,London Reds,6.37,4.31,1.49,2-3,2.0,3.0,5.0,E
4022,Brentford,Manchester Red,1.85,4.05,3.67,2-2,2.0,2.0,4.0,N
4023,Wolverhampton,London Blues,2.48,3.53,2.68,3-1,3.0,1.0,4.0,D
4024,Spurs,Bournemouth,1.65,4.71,4.15,3-1,3.0,1.0,4.0,D
4025,Fulham,Everton,1.88,3.47,4.16,2-0,2.0,0.0,2.0,D
4026,A. Villa,Liverpool,2.06,4.07,3.03,1-0,1.0,0.0,1.0,D
4027,Leeds,Burnley,3.31,3.96,1.98,2-3,2.0,3.0,5.0,E
4028,Brighton,Manchester Blue,3.64,3.71,1.94,1-2,1.0,2.0,3.0,E
4029,N. Forest,Newcastle,2.56,3.63,2.54,0-4,0.0,4.0,4.0,E
4030,C. Palace,Bournemouth,1.91,3.96,3.53,1-2,1.0,2.0,3.0,E
4031,London Reds,Wolverhampton,1.22,6.55,11.33,2-1,2.0,1.0,3.0,D
4032,A. Villa,Brentford,1.77,4.01,4.08,1-1,1.0,1.0,2.0,N
4033,Everton,Sunderland,1.87,3.58,4.06,2-1,2.0,1.0,3.0,D
4034,Burnley,Brighton,3.65,3.87,1.89,2-3,2.0,3.0,5.0,E
4035,Newcastle,Spurs,1.48,4.96,5.52,1-3,1.0,3.0,4.0,E
4036,Manchester Red,Leeds,1.37,4.62,8.85,3-1,3.0,1.0,4.0,D
4037,Liverpool,West Ham,1.22,6.47,11.65,3-2,3.0,2.0,5.0,D
4038,London Blues,N. Forest,1.44,4.67,6.62,0-0,0.0,0.0,0.0,N
4039,Manchester Blue,Fulham,1.33,5.44,7.99,2-0,2.0,0.0,2.0,D
4040,Wolverhampton,Liverpool,3.84,3.93,1.83,3-3,3.0,3.0,6.0,N
4041,N. Forest,London Reds,5.06,3.6,1.71,2-2,2.0,2.0,4.0,N
4042,Bournemouth,Newcastle,2.88,3.6,2.3,0-1,0.0,1.0,1.0,E
4043,Sunderland,Manchester Blue,19.72,7.48,1.14,0-3,0.0,3.0,3.0,E
4044,Fulham,Burnley,1.55,4.75,4.93,3-0,3.0,0.0,3.0,D
4045,Leeds,A. Villa,5.18,3.95,1.63,1-2,1.0,2.0,3.0,E
4046,West Ham,Brentford,2.58,3.62,2.52,0-2,0.0,2.0,2.0,E
4047,Everton,C. Palace,2.5,2.98,3.08,0-2,0.0,2.0,2.0,E
4048,Brighton,Manchester Red,1.84,3.82,3.92,1-0,1.0,0.0,1.0,D
4049,Spurs,London Blues,1.96,4.13,3.26,2-0,2.0,0.0,2.0,D
4050,London Reds,Spurs,1.45,5.3,5.55,3-1,3.0,1.0,4.0,D
4051,Manchester Blue,Everton,1.22,6.22,12.92,1-2,1.0,2.0,3.0,E
4052,West Ham,Leeds,1.58,4.05,5.6,2-0,2.0,0.0,2.0,D
4053,C. Palace,Newcastle,2.54,3.79,2.48,0-1,0.0,1.0,1.0,E
4054,London Blues,Bournemouth,1.52,4.64,5.31,2-1,2.0,1.0,3.0,D
4055,Burnley,Sunderland,2.39,3.48,2.83,0-1,0.0,1.0,1.0,E
4056,Liverpool,N. Forest,1.18,7.11,13.7,1-1,1.0,1.0,2.0,N
4057,Manchester Red,Fulham,1.9,3.68,3.82,2-1,2.0,1.0,3.0,D
4058,Brentford,Wolverhampton,1.54,4.74,4.98,4-0,4.0,0.0,4.0,D
4059,A. Villa,Brighton,1.67,4.64,4.09,0-1,0.0,1.0,1.0,E
4060,Manchester Blue,C. Palace,1.32,5.47,8.46,2-0,2.0,0.0,2.0,D
4061,Fulham,A. Villa,2.09,3.65,3.25,0-3,0.0,3.0,3.0,E
4062,N. Forest,Brentford,2.32,3.36,3.02,0-1,0.0,1.0,1.0,E
4063,Newcastle,London Blues,1.49,4.61,5.78,3-2,3.0,2.0,5.0,D
4064,Spurs,Liverpool,2.6,4.21,2.28,3-3,3.0,3.0,6.0,N
4065,Bournemouth,London Reds,5.83,3.78,1.6,0-1,0.0,1.0,1.0,E
4066,Wolverhampton,Leeds,1.62,3.81,5.58,3-0,3.0,0.0,3.0,D
4067,Sunderland,Manchester Red,6.47,4.23,1.49,0-0,0.0,0.0,0.0,N
4068,Brighton,West Ham,1.58,4.4,5.02,3-2,3.0,2.0,5.0,D
4069,Everton,Burnley,1.78,3.82,4.2,1-0,1.0,0.0,1.0,D
4070,London Reds,Newcastle,1.53,4.74,5.09,1-1,1.0,1.0,2.0,N
4071,Wolverhampton,Brighton,2.8200000000000003,3.83,2.25,0-0,0.0,0.0,0.0,N
4072,Burnley,Manchester Blue,8.24,4.64,1.38,1-2,1.0,2.0,3.0,E
4073,Manchester Red,Everton,1.64,3.62,5.71,1-0,1.0,0.0,1.0,D
4074,West Ham,Fulham,2.45,3.59,2.68,1-1,1.0,1.0,2.0,N
4075,Brentford,Spurs,2.06,4.37,2.9,1-4,1.0,4.0,5.0,E
4076,A. Villa,Sunderland,1.37,5.31,7.14,1-1,1.0,1.0,2.0,N
4077,Liverpool,Bournemouth,1.24,6.48,10.19,2-0,2.0,0.0,2.0,D
4078,Leeds,N. Forest,3.5700000000000003,3.78,1.94,1-0,1.0,0.0,1.0,D
4079,C. Palace,London Blues,2.17,3.62,3.1,2-2,2.0,2.0,4.0,N
4080,Burnley,C. Palace,3.26,3.26,2.24,0-1,0.0,1.0,1.0,E
4081,Spurs,Leeds,1.34,5.21,8.05,1-1,1.0,1.0,2.0,N
4082,London Blues,London Reds,3.47,3.42,2.09,1-1,1.0,1.0,2.0,N
4083,Fulham,Wolverhampton,1.63,4.29,4.67,3-1,3.0,1.0,4.0,D
4084,Everton,A. Villa,2.34,3.2,3.13,1-1,1.0,1.0,2.0,N
4085,Newcastle,Liverpool,1.82,4.18,3.7,3-1,3.0,1.0,4.0,D
4086,N. Forest,Brighton,2.23,3.86,2.83,3-0,3.0,0.0,3.0,D
4087,Manchester Blue,Manchester Red,1.28,5.89,9.25,2-1,2.0,1.0,3.0,D
4088,Sunderland,West Ham,4.94,3.99,1.65,1-3,1.0,3.0,4.0,E
4089,Bournemouth,Brentford,2.52,3.24,2.81,0-0,0.0,0.0,0.0,N
4090,West Ham,Everton,2.03,3.35,3.71,0-1,0.0,1.0,1.0,E
4091,Liverpool,London Blues,1.39,5.03,7.12,1-2,1.0,2.0,3.0,E
4092,Brentford,Newcastle,2.26,4.09,2.68,2-1,2.0,1.0,3.0,D
4093,A. Villa,Manchester Blue,2.92,3.67,2.25,1-2,1.0,2.0,3.0,E
4094,N. Forest,Fulham,2.17,3.4,3.27,1-2,1.0,2.0,3.0,E
4095,C. Palace,London Reds,5.18,3.76,1.66,1-2,1.0,2.0,3.0,E
4096,Manchester Red,Burnley,1.45,4.82,6.15,1-2,1.0,2.0,3.0,E
4097,Brighton,Spurs,2.0,4.17,3.13,1-2,1.0,2.0,3.0,E
4098,Wolverhampton,Sunderland,1.88,3.79,3.8,1-1,1.0,1.0,2.0,N
4099,Leeds,Bournemouth,4.53,4.21,1.66,1-3,1.0,3.0,4.0,E
4100,Manchester Red,C. Palace,1.85,3.5700000000000003,4.17,2-1,2.0,1.0,3.0,D
4101,Bournemouth,Brighton,2.46,3.65,2.64,2-1,2.0,1.0,3.0,D
4102,Manchester Blue,West Ham,1.2,7.11,11.52,2-2,2.0,2.0,4.0,N
4103,Everton,Wolverhampton,1.88,3.46,4.2,1-1,1.0,1.0,2.0,N
4104,Sunderland,N. Forest,4.43,3.85,1.74,0-4,0.0,4.0,4.0,E
4105,Newcastle,Leeds,1.17,7.08,16.14,0-0,0.0,0.0,0.0,N
4106,London Blues,Brentford,1.88,3.62,3.96,2-0,2.0,0.0,2.0,D
4107,Burnley,A. Villa,3.28,3.36,2.19,0-4,0.0,4.0,4.0,E
4108,Spurs,Fulham,2.01,4.03,3.18,4-0,4.0,0.0,4.0,D
4109,London Reds,Liverpool,1.73,4.41,3.9,2-1,2.0,1.0,3.0,D
4110,Wolverhampton,Manchester Blue,5.54,4.07,1.58,0-3,0.0,3.0,3.0,E
4111,A. Villa,Manchester Red,1.54,4.43,5.37,3-2,3.0,2.0,5.0,D
4112,Fulham,Bournemouth,1.79,4.27,3.73,4-1,4.0,1.0,5.0,D
4113,Spurs,Sunderland,1.52,4.88,5.09,2-1,2.0,1.0,3.0,D
4114,Leeds,London Blues,5.9,4.36,1.51,1-2,1.0,2.0,3.0,E
4115,West Ham,Burnley,1.74,4.26,4.0,3-1,3.0,1.0,4.0,D
4116,Brentford,London Reds,4.66,4.11,1.66,1-3,1.0,3.0,4.0,E
4117,N. Forest,Everton,1.79,3.36,4.88,2-0,2.0,0.0,2.0,D
4118,Brighton,Newcastle,2.27,3.89,2.76,4-1,4.0,1.0,5.0,D
4119,C. Palace,Liverpool,3.05,3.82,2.12,0-4,0.0,4.0,4.0,E
4120,Bournemouth,Everton,2.07,3.08,3.98,3-0,3.0,0.0,3.0,D
4121,Fulham,London Blues,2.29,3.75,2.8,2-1,2.0,1.0,3.0,D
4122,Wolverhampton,Manchester Red,2.38,3.35,2.94,2-0,2.0,0.0,2.0,D
4123,Leeds,Liverpool,9.39,5.96,1.27,1-5,1.0,5.0,6.0,E
4124,Sunderland,Newcastle,8.8,5.4,1.31,0-1,0.0,1.0,1.0,E
4125,West Ham,A. Villa,2.22,3.6,3.01,2-1,2.0,1.0,3.0,D
4126,N. Forest,Burnley,1.57,4.4,5.12,2-2,2.0,2.0,4.0,N
4127,C. Palace,Brentford,2.3,3.46,2.98,1-1,1.0,1.0,2.0,N
4128,Brighton,London Reds,4.42,3.79,1.75,1-1,1.0,1.0,2.0,N
4129,Spurs,Manchester Blue,3.64,4.07,1.85,0-3,0.0,3.0,3.0,E
4130,Manchester Blue,Bournemouth,1.22,6.97,10.11,6-0,6.0,0.0,6.0,D
4131,London Reds,Fulham,1.39,5.04,7.03,1-0,1.0,0.0,1.0,D
4132,Newcastle,Everton,1.36,4.77,8.86,2-0,2.0,0.0,2.0,D
4133,A. Villa,Wolverhampton,1.36,5.29,7.25,2-0,2.0,0.0,2.0,D
4134,Manchester Red,N. Forest,1.54,4.28,5.69,0-0,0.0,0.0,0.0,N
4135,West Ham,C. Palace,2.31,3.43,2.98,2-1,2.0,1.0,3.0,D
4136,London Blues,Sunderland,1.4,4.91,7.15,1-1,1.0,1.0,2.0,N
4137,Burnley,Spurs,3.59,3.97,1.89,1-4,1.0,4.0,5.0,E
4138,Brentford,Leeds,1.38,5.01,7.43,1-1,1.0,1.0,2.0,N
4139,Liverpool,Brighton,1.38,5.39,6.79,4-1,4.0,1.0,5.0,D
4140,Fulham,Liverpool,3.17,4.03,2.01,0-2,0.0,2.0,2.0,E
4141,Wolverhampton,West Ham,2.06,3.68,3.29,1-2,1.0,2.0,3.0,E
4142,Spurs,Manchester Red,1.79,4.2,3.82,4-1,4.0,1.0,5.0,D
4143,Sunderland,London Reds,23.25,8.06,1.12,0-0,0.0,0.0,0.0,N
4144,Bournemouth,Burnley,1.72,3.98,4.43,3-2,3.0,2.0,5.0,D
4145,C. Palace,Leeds,1.49,4.16,6.68,0-1,0.0,1.0,1.0,E
4146,Newcastle,Manchester Blue,2.29,3.56,2.92,2-0,2.0,0.0,2.0,D
4147,Everton,London Blues,2.51,3.25,2.8200000000000003,1-2,1.0,2.0,3.0,E
4148,N. Forest,A. Villa,2.05,3.49,3.5,0-3,0.0,3.0,3.0,E
4149,Brighton,Brentford,2.06,3.69,3.29,1-0,1.0,0.0,1.0,D
4150,A. Villa,Spurs,1.6800000000000002,4.67,4.01,2-2,2.0,2.0,4.0,N
4151,London Blues,Manchester Blue,3.2,3.48,2.17,2-3,2.0,3.0,5.0,E
4152,Liverpool,Sunderland,1.2,6.88,12.39,2-1,2.0,1.0,3.0,D
4153,London Reds,Everton,1.3,5.29,9.97,4-1,4.0,1.0,5.0,D
4154,Brentford,Fulham,2.05,3.93,3.14,3-2,3.0,2.0,5.0,D
4155,Burnley,Newcastle,4.18,3.86,1.78,0-0,0.0,0.0,0.0,N
4156,Leeds,Brighton,6.15,4.98,1.44,0-2,0.0,2.0,2.0,E
4157,Wolverhampton,C. Palace,2.46,3.32,2.84,1-1,1.0,1.0,2.0,N
4158,West Ham,N. Forest,1.83,3.91,3.87,2-0,2.0,0.0,2.0,D
4159,Manchester Red,Bournemouth,1.62,4.28,4.8100000000000005,1-1,1.0,1.0,2.0,N
4160,Everton,Liverpool,3.5700000000000003,3.61,1.99,0-2,0.0,2.0,2.0,E
4161,Newcastle,Manchester Red,1.4,4.79,7.39,0-3,0.0,3.0,3.0,E
4162,Spurs,West Ham,1.61,4.5600000000000005,4.57,3-1,3.0,1.0,4.0,D
4163,Sunderland,Brentford,7.31,4.47,1.43,0-2,0.0,2.0,2.0,E
4164,C. Palace,Brighton,2.2,3.88,2.87,2-0,2.0,0.0,2.0,D
4165,N. Forest,Wolverhampton,1.63,4.02,5.06,3-1,3.0,1.0,4.0,D
4166,Bournemouth,A. Villa,2.34,3.3,3.03,1-3,1.0,3.0,4.0,E
